company,category,subcategory,product_name,affiliate_url,amazon_url,amazon_asin,commission_rate,cookie_duration_days,open_program,pitch_likelihood_pct,region_us,region_eu,region_cn,region_row,credit_rating,google_review_score,beginner_friendly,modality,price_range_low,price_range_high,currency,notes
TP-Link,Hardware,Networking,TP-Link Archer AXE75,https://partner.tp-link.com/,https://www.amazon.co.uk/dp/B0B4SQGPFY,B0B4SQGPFY,10,45,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.3,TRUE,hardware,129,179,USD,WiFi 6E router; TP-Link affiliate
TP-Link,Hardware,Networking,TP-Link TL-SG108E,,https://www.amazon.co.uk/dp/B00K4DS5KU,B00K4DS5KU,10,45,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,hardware,29,39,USD,Managed switch; TP-Link affiliate
Synology,Hardware,Networking,Synology DS224+,,https://www.amazon.co.uk/dp/B0BT7WQ2XK,B0BT7WQ2XK,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,hardware,289,349,USD,No direct affiliate; Amazon Associates; popular 2-bay NAS
Synology,Hardware,Networking,Synology DS923+,,https://www.amazon.co.uk/dp/B0BT6NZ5XB,B0BT6NZ5XB,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,A,4.5,FALSE,hardware,499,599,USD,4-bay NAS for prosumers; Amazon Associates
Synology,Hardware,Networking,Synology RT6600ax,,https://www.amazon.co.uk/dp/B09YK4ZQMF,B09YK4ZQMF,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,A,4.3,FALSE,hardware,279,349,USD,WiFi 6 router/NAS hybrid; Amazon Associates
TrueNAS,Hardware,Networking,TrueNAS MINI,,,,0,0,FALSE,30,TRUE,TRUE,FALSE,TRUE,B,4.3,FALSE,hardware,699,2999,USD,iXsystems; no affiliate found; sold direct
TrueNAS,Hardware,Networking,TrueNAS CORE (Software),,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,B,4.4,TRUE,hardware,0,0,USD,Free open-source NAS OS
Sonos,Hardware,Speakers,Sonos Era 300,,https://www.amazon.co.uk/dp/B0BW34LRRR,B0BW34LRRR,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,A,4.4,FALSE,hardware,399,449,USD,No direct affiliate; Amazon Associates; spatial audio speaker
Sonos,Hardware,Speakers,Sonos Era 100,,https://www.amazon.co.uk/dp/B0BW347FK3,B0BW347FK3,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,hardware,199,249,USD,Compact smart speaker; Amazon Associates
Sonos,Hardware,Speakers,Sonos Roam 2,,https://www.amazon.co.uk/dp/B0D4V33NXJ,B0D4V33NXJ,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,A,4.3,TRUE,hardware,149,179,USD,Portable Bluetooth/WiFi; Amazon Associates
Sonos,Hardware,Speakers,Sonos Arc Ultra,,https://www.amazon.co.uk/dp/B0DK73KK5L,B0DK73KK5L,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,A,4.6,FALSE,hardware,899,999,USD,Premium soundbar; Amazon Associates
JBL,Hardware,Speakers,JBL Flip 7,,https://www.amazon.co.uk/dp/B0DMP5PXPY,B0DMP5PXPY,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,hardware,119,149,USD,IP68 portable speaker; Amazon Associates
JBL,Hardware,Speakers,JBL Charge 6,,https://www.amazon.co.uk/dp/B0DMQ8SC3Z,B0DMQ8SC3Z,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,hardware,169,199,USD,Powerbank + speaker; Amazon Associates
JBL,Hardware,Speakers,JBL Authentics 200,,https://www.amazon.co.uk/dp/B0CF1TZFXR,B0CF1TZFXR,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.3,TRUE,hardware,249,299,USD,Retro design; dual assistant; Amazon Associates
JBL,Hardware,Speakers,JBL 104-BT Studio Monitors,,https://www.amazon.co.uk/dp/B09M6B1SJY,B09M6B1SJY,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,hardware,119,149,USD,Budget studio monitors; Amazon Associates
Bose,Hardware,Speakers,Bose SoundLink Max,,https://www.amazon.co.uk/dp/B0D7HLPFM4,B0D7HLPFM4,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.5,TRUE,hardware,349,399,USD,No direct affiliate; Amazon Associates; premium portable
Bose,Hardware,Speakers,Bose SoundLink Flex 2nd Gen,,https://www.amazon.co.uk/dp/B0DDZQNM2K,B0DDZQNM2K,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.4,TRUE,hardware,129,149,USD,IP67 outdoor speaker; Amazon Associates
Bose,Hardware,Speakers,Bose Smart Soundbar 600,,https://www.amazon.co.uk/dp/B0B4PSQHD3,B0B4PSQHD3,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.4,TRUE,hardware,449,499,USD,Dolby Atmos soundbar; Amazon Associates
KRK,Hardware,Speakers,KRK Rokit 5 G4,,https://www.amazon.co.uk/dp/B07YZP3PKC,B07YZP3PKC,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,hardware,149,179,USD,Studio monitor pair; Amazon Associates
Yamaha,Hardware,Speakers,Yamaha HS5 Studio Monitor,,https://www.amazon.co.uk/dp/B00CFOX420,B00CFOX420,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.6,TRUE,hardware,169,199,USD,Industry standard nearfield monitor; Amazon Associates
Starling,Financial Services,Digital Bank,Starling Bank Personal,,,,0,0,FALSE,45,FALSE,TRUE,FALSE,FALSE,A,4.6,TRUE,app,0,0,GBP,No cash referral; free National Trust day pass for referrals; UK only
Starling,Financial Services,Digital Bank,Starling Business Account,,,,0,0,FALSE,45,FALSE,TRUE,FALSE,FALSE,A,4.5,TRUE,app,0,0,GBP,Free business banking; no affiliate commission
Monzo,Financial Services,Digital Bank,Monzo Personal,,,,0,0,FALSE,40,FALSE,TRUE,FALSE,FALSE,A,4.5,TRUE,app,0,0,GBP,Referral gives GBP10-50; not a formal affiliate program; FSCS protected
Monzo,Financial Services,Digital Bank,Monzo Business,,,,0,0,FALSE,40,FALSE,TRUE,FALSE,FALSE,A,4.4,TRUE,app,0,7,GBP,Business accounts from free to GBP7/mo
Wise,Financial Services,Transfers,Wise Multi-Currency Account,https://wise.com/invite/,,,10,360,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,app,0,0,GBP,GBP10 per personal referral; GBP50 per business; 360-day cookie; via Partnerize
Wise,Financial Services,Transfers,Wise Business,https://wise.com/invite/,,,50,360,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.5,FALSE,app,0,0,GBP,GBP50 per business referral; CPA model
Revolut,Financial Services,Digital Bank,Revolut Personal,,,,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.3,TRUE,app,0,13.99,GBP,Variable referral rewards via invitation; not formal affiliate; UK authorised bank (mobilisation)
Revolut,Financial Services,Digital Bank,Revolut Business,,,,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.2,FALSE,app,0,100,GBP,No open affiliate; enterprise partnerships
Revolut,Financial Services,Digital Bank,Revolut Ultra,,,,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.3,FALSE,app,45,45,GBP,Premium tier; no affiliate
JetBrains,Dev Tools,IDE,JetBrains IntelliJ IDEA,,,,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.6,FALSE,desktop,0,599,USD,No affiliate; Content Creators Program for free licenses
JetBrains,Dev Tools,IDE,JetBrains WebStorm,,,,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,desktop,0,149,USD,No affiliate; reseller partner program exists
JetBrains,Dev Tools,IDE,JetBrains All Products Pack,,,,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.6,FALSE,desktop,249,649,USD,No affiliate program; Content Creators get free access
JetBrains,Dev Tools,IDE,JetBrains Fleet,,,,0,0,FALSE,30,TRUE,TRUE,FALSE,TRUE,A,4.2,TRUE,desktop,0,0,USD,Free lightweight IDE; no affiliate
Docker,Dev Tools,Containers,Docker Desktop,,,,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,A,4.3,TRUE,desktop,0,24,USD,No active affiliate program; Mariner Partner Program for channel
Docker,Dev Tools,Containers,Docker Business,,,,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,A,4.3,FALSE,web,0,24,USD,Per user/month; no affiliate; partner channel only
Docker,Dev Tools,Containers,Docker Scout,,,,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,A,4.2,FALSE,web,0,9,USD,Container security; no affiliate
Supabase,Dev Tools,Database,Supabase Pro,,,,0,0,FALSE,30,TRUE,TRUE,FALSE,TRUE,B,4.5,TRUE,web,0,25,USD,No affiliate program; partner program exists at supabase.com/partners
Supabase,Dev Tools,Database,Supabase Team,,,,0,0,FALSE,30,TRUE,TRUE,FALSE,TRUE,B,4.5,FALSE,web,25,599,USD,No affiliate; open source; self-hostable
PlanetScale,Dev Tools,Database,PlanetScale Scaler,,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,B,4.3,FALSE,web,0,29,USD,No affiliate found; acquired Neon-like Postgres capabilities
PlanetScale,Dev Tools,Database,PlanetScale for Postgres,,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,B,4.3,FALSE,web,5,999,USD,Launched Sep 2025; no affiliate program
Neon,Dev Tools,Database,Neon Free Tier,,,,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,web,0,0,USD,No affiliate; acquired by Databricks 2025; serverless Postgres
Neon,Dev Tools,Database,Neon Scale,,,,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.4,FALSE,web,0,69,USD,Per-project pricing; slashed prices post-acquisition
Turso,Dev Tools,Database,Turso Starter,,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,B,4.2,TRUE,web,0,0,USD,No affiliate found; libSQL/SQLite edge database
Turso,Dev Tools,Database,Turso Scaler,,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,B,4.2,FALSE,web,0,29,USD,No affiliate; great free tier
GitHub,Dev Tools,Code Platform,GitHub Copilot Pro,,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,AAA,4.3,TRUE,web,10,39,USD,No public affiliate; Microsoft ecosystem
GitHub,Dev Tools,Code Platform,GitHub Enterprise,,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,AAA,4.3,FALSE,web,21,21,USD,Per user/month; no affiliate; MSFT partner program
Vercel,Dev Tools,Hosting,Vercel Pro,,,,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,B,4.4,TRUE,web,0,20,USD,No general affiliate; v0 affiliate only
Netlify,Dev Tools,Hosting,Netlify Pro,,,,20,0,FALSE,40,TRUE,TRUE,FALSE,TRUE,B,4.2,TRUE,web,0,19,USD,Partner program up to 20% revshare; agencies/creators
Writesonic,AI Software/Tools,Content AI,Writesonic Pro,,,,30,90,TRUE,0,TRUE,TRUE,FALSE,TRUE,B,4.0,TRUE,web,16,33,USD,30% recurring commission; 90-day cookie; via PartnerStack
Grammarly,AI Software/Tools,Writing,Grammarly Premium,,,,0,90,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,web,12,30,USD,Fixed bounty model per signup; 90-day cookie; CJ Affiliate
Copy.ai,AI Software/Tools,Content AI,Copy.ai Pro,,,,45,60,TRUE,0,TRUE,TRUE,FALSE,TRUE,B,4.1,TRUE,web,36,49,USD,45% recurring for 12 months; high commission rate
Synthesia,AI Software/Tools,Video AI,Synthesia Starter,,,,25,90,TRUE,0,TRUE,TRUE,FALSE,TRUE,B,4.2,TRUE,web,22,67,USD,25% recurring commission; AI avatar video platform
Pictory,AI Software/Tools,Video AI,Pictory Standard,,,,30,30,TRUE,0,TRUE,TRUE,FALSE,TRUE,B,3.9,TRUE,web,19,39,USD,30% recurring commission via PartnerStack
Frase,AI Software/Tools,SEO AI,Frase Pro,,,,30,60,TRUE,0,TRUE,TRUE,FALSE,TRUE,B,4.1,FALSE,web,15,115,USD,30% recurring commission; SEO content optimization
Surfer SEO,AI Software/Tools,SEO AI,Surfer SEO Essential,,,,25,60,TRUE,0,TRUE,TRUE,FALSE,TRUE,B,4.2,FALSE,web,89,219,USD,25% recurring for 24 months; popular SEO tool
Murf.ai,AI Software/Tools,Voice AI,Murf AI Creator,,,,20,30,TRUE,0,TRUE,TRUE,FALSE,TRUE,B,4.0,TRUE,web,26,59,USD,20% commission per sale; AI voice generator
Loom,AI Software/Tools,Video,Loom Business,,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,web,0,12.50,USD,Acquired by Atlassian; no public affiliate
Canva,AI Software/Tools,Design,Canva Pro,,,,25,30,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,web,0,13,USD,Up to 80% commission on first subscription; 30-day cookie
Zapier,AI Software/Tools,Automation,Zapier Professional,,,,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,A,4.3,TRUE,web,0,73.50,USD,No public affiliate; integration platform
Vultr,Cloud/Infra,Cloud Provider,Vultr Cloud Compute,,,,10,60,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.2,TRUE,web,2.50,100,USD,10% recurring for 12 months; $100 credit for referrals
Render,Cloud/Infra,Hosting,Render Team,,,,0,0,FALSE,30,TRUE,TRUE,FALSE,TRUE,B,4.2,TRUE,web,0,19,USD,No affiliate found; growing hosting platform
Railway,Cloud/Infra,Hosting,Railway Pro,,,,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,B,4.3,TRUE,web,0,20,USD,No affiliate found; developer-focused hosting
Fly.io,Cloud/Infra,Hosting,Fly.io Launch,,,,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,B,4.2,FALSE,web,0,29,USD,No affiliate found; edge deployment platform
Upstash,Cloud/Infra,Serverless,Upstash Pro,,,,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,B,4.3,TRUE,web,0,10,USD,No affiliate found; serverless Redis/Kafka
NVIDIA,Hardware,Compute,NVIDIA RTX 5090,,https://www.amazon.co.uk/dp/B0DZ2FL4FZ,B0DZ2FL4FZ,0,0,FALSE,10,TRUE,TRUE,FALSE,TRUE,AAA,4.5,FALSE,hardware,1999,2499,USD,Next-gen flagship GPU; Amazon Associates
NVIDIA,Hardware,Compute,NVIDIA RTX 5080,,https://www.amazon.co.uk/dp/B0DZ4CVJ98,B0DZ4CVJ98,0,0,FALSE,10,TRUE,TRUE,FALSE,TRUE,AAA,4.5,FALSE,hardware,999,1199,USD,High-end GPU; Amazon Associates
AMD,Hardware,Compute,AMD Ryzen 9 9950X,,https://www.amazon.co.uk/dp/B0D8SQS2Z6,B0D8SQS2Z6,0,0,FALSE,10,TRUE,TRUE,FALSE,TRUE,AA,4.4,FALSE,hardware,549,699,USD,Zen 5 flagship CPU; Amazon Associates
AMD,Hardware,Compute,AMD Ryzen 7 9700X,,https://www.amazon.co.uk/dp/B0D8SH4PYZ,B0D8SH4PYZ,0,0,FALSE,10,TRUE,TRUE,FALSE,TRUE,AA,4.5,TRUE,hardware,299,399,USD,Zen 5 mid-range; excellent value
Rode,Hardware,Audio,Rode NT1 5th Gen,,https://www.amazon.co.uk/dp/B0BWKFKS3Z,B0BWKFKS3Z,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.7,FALSE,hardware,229,269,USD,Studio condenser; no direct affiliate
Rode,Hardware,Audio,Rode VideoMicro II,,https://www.amazon.co.uk/dp/B0BHN5BPD7,B0BHN5BPD7,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,hardware,59,79,USD,Camera-mount mic; Amazon Associates
Shure,Hardware,Audio,Shure SE215,https://app.impact.com/campaign-promo-signup/Shure.brand,https://www.amazon.co.uk/dp/B004PNZFZ8,B004PNZFZ8,10,30,TRUE,0,TRUE,TRUE,FALSE,TRUE,AA,4.4,TRUE,hardware,89,109,USD,In-ear monitors; 10% via Impact
Shure,Hardware,Audio,Shure AONIC 50 Gen 2,https://app.impact.com/campaign-promo-signup/Shure.brand,https://www.amazon.co.uk/dp/B0CZC2QZ5Q,B0CZC2QZ5Q,10,30,TRUE,0,TRUE,TRUE,FALSE,TRUE,AA,4.3,FALSE,hardware,299,349,USD,Wireless ANC headphones; 10% via Impact
PreSonus,Hardware,Audio,PreSonus Eris E3.5,,https://www.amazon.co.uk/dp/B077N2GQXC,B077N2GQXC,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,hardware,89,109,USD,Budget studio monitors; Amazon Associates
Audio-Technica,Hardware,Audio,Audio-Technica AT2020USB-X,,https://www.amazon.co.uk/dp/B0CCRD5H5V,B0CCRD5H5V,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.5,TRUE,hardware,99,129,USD,USB condenser mic; Amazon Associates
Audio-Technica,Hardware,Audio,Audio-Technica ATH-M50x,,https://www.amazon.co.uk/dp/B00HVLUR86,B00HVLUR86,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.7,TRUE,hardware,119,149,USD,Industry standard headphones; Amazon Associates
Logitech,Hardware,Video,Logitech Rally Bar Mini,https://www.logitech.com/en-us/promo/affiliate-program.html,,,,10,30,TRUE,0,TRUE,TRUE,FALSE,TRUE,AA,4.3,FALSE,hardware,2999,3299,USD,Conference room camera; Logitech affiliate
Logitech,Hardware,Video,Logitech Scribe,https://www.logitech.com/en-us/promo/affiliate-program.html,,,,10,30,TRUE,0,TRUE,TRUE,FALSE,TRUE,AA,4.2,FALSE,hardware,1199,1199,USD,AI whiteboard camera; Logitech affiliate
GoPro,Hardware,Video,GoPro HERO13 Black,,https://www.amazon.co.uk/dp/B0DDJFCV6Y,B0DDJFCV6Y,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,hardware,349,449,USD,Action camera; Amazon Associates; GoPro has own affiliate too
DJI,Hardware,Video,DJI Pocket 3,,https://www.amazon.co.uk/dp/B0CLV8DMVL,B0CLV8DMVL,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,hardware,449,569,USD,Gimbal camera; Amazon Associates
TP-Link,Hardware,Networking,TP-Link Tapo C520WS,https://partner.tp-link.com/,https://www.amazon.co.uk/dp/B0CTJ3BHXJ,B0CTJ3BHXJ,10,45,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.3,TRUE,hardware,39,59,USD,Outdoor security cam; TP-Link affiliate
Ubiquiti,Hardware,Networking,UniFi Protect G5 Pro,https://creators.ui.com/,,0,0,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.3,FALSE,hardware,449,499,USD,4K security camera; Ubiquiti Creators
Ubiquiti,Hardware,Networking,UniFi Network Application,https://creators.ui.com/,,0,0,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,web,0,0,USD,Free network management software
Synology,Hardware,Networking,Synology BC500,,https://www.amazon.co.uk/dp/B0CGJRVPNJ,B0CGJRVPNJ,0,0,FALSE,25,TRUE,TRUE,FALSE,TRUE,A,4.2,FALSE,hardware,199,249,USD,Bullet surveillance camera; Amazon Associates
Sonos,Hardware,Speakers,Sonos Move 2,,https://www.amazon.co.uk/dp/B0CHQHBFPJ,B0CHQHBFPJ,0,0,FALSE,20,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,hardware,399,449,USD,Premium portable speaker; Amazon Associates
JBL,Hardware,Speakers,JBL Go 4,,https://www.amazon.co.uk/dp/B0CTFBB8C2,B0CTFBB8C2,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.3,TRUE,hardware,39,49,USD,Ultra-portable speaker; Amazon Associates
JBL,Hardware,Speakers,JBL Xtreme 4,,https://www.amazon.co.uk/dp/B0CTF5D5GM,B0CTF5D5GM,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.5,FALSE,hardware,329,379,USD,Large portable speaker; Amazon Associates
Bose,Hardware,Speakers,Bose QuietComfort Ultra Earbuds,,https://www.amazon.co.uk/dp/B0CD2FSRDD,B0CD2FSRDD,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.4,TRUE,hardware,249,299,USD,Premium ANC earbuds; Amazon Associates
Bose,Hardware,Speakers,Bose Smart Ultra Soundbar,,https://www.amazon.co.uk/dp/B0CD2CPMPH,B0CD2CPMPH,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.5,FALSE,hardware,799,899,USD,Flagship soundbar; Amazon Associates
Adam Audio,Hardware,Speakers,Adam Audio T5V,,https://www.amazon.co.uk/dp/B07232VSLT,B07232VSLT,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.6,FALSE,hardware,199,249,USD,Studio monitor; ribbon tweeter; Amazon Associates
IK Multimedia,Hardware,Speakers,iLoud Micro Monitor,,https://www.amazon.co.uk/dp/B01C5RZWCQ,B01C5RZWCQ,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,A,4.4,TRUE,hardware,299,349,USD,Compact reference monitors; Amazon Associates
Wise,Financial Services,Transfers,Wise International Transfers,https://wise.com/invite/,,,10,360,TRUE,0,TRUE,TRUE,FALSE,TRUE,A,4.5,TRUE,app,0,0,GBP,Core product; GBP10 per personal referral; 360-day cookie
Monzo,Financial Services,Digital Bank,Monzo Premium,,,,0,0,FALSE,40,FALSE,TRUE,FALSE,FALSE,A,4.4,FALSE,app,15,15,GBP,Premium account; metal card; no affiliate
Revolut,Financial Services,Digital Bank,Revolut Metal,,,,0,0,FALSE,35,TRUE,TRUE,FALSE,TRUE,A,4.3,FALSE,app,13.99,13.99,GBP,Premium metal card; no affiliate
Stripe,Financial Services,Payments,Stripe Payments,,,,0,0,FALSE,15,TRUE,TRUE,FALSE,TRUE,AA,4.3,FALSE,api,0,0,USD,2.9% + 30c per transaction; no public affiliate; Partner program exists
PayPal,Financial Services,Payments,PayPal Business,,,,0,0,FALSE,10,TRUE,TRUE,FALSE,TRUE,AA,4.0,TRUE,web,0,0,USD,No affiliate for core product; large payment processor
